debtor_id,age,fico_score,days_overdue,income_level,has_collateral,region_risk,payment_history,bankruptcy_flag,pensioner_flag,recovery_probability
DEBTOR_02628,75,748,53,medium,1,2,22.33,0,0,0.8727
DEBTOR_02629,73,595,97,low,0,3,12.0,0,1,0.0792
DEBTOR_02630,33,401,83,medium,0,5,8.63,0,0,0.5255
DEBTOR_02631,59,522,1,high,0,2,43.55,0,0,0.7349
DEBTOR_02632,79,504,20,medium,0,1,4.47,0,1,0.1535
DEBTOR_02633,37,460,34,low,1,4,52.13,0,0,0.6981
DEBTOR_02634,35,544,23,high,0,5,45.06,0,0,0.566
DEBTOR_02635,72,820,13,low,0,3,17.42,0,1,0.2211
DEBTOR_02636,66,598,12,low,1,3,33.83,0,1,0.2062
DEBTOR_02637,72,623,175,medium,0,4,6.98,0,1,0.1726
DEBTOR_02638,81,522,1,medium,0,3,27.22,0,0,0.5637
DEBTOR_02639,78,416,94,low,0,4,59.46,0,1,0.1532
DEBTOR_02640,71,387,13,medium,0,3,12.59,0,0,0.5401
DEBTOR_02641,53,562,40,low,0,3,26.91,0,0,0.6795
DEBTOR_02642,83,500,232,low,0,2,14.54,0,1,0.1595
DEBTOR_02643,70,396,233,low,0,2,8.13,0,1,0.0
DEBTOR_02644,33,386,75,low,0,1,50.28,0,0,0.4512
DEBTOR_02645,35,766,34,low,0,5,22.95,0,0,0.6541
DEBTOR_02646,27,365,60,medium,1,2,33.54,0,0,0.7492
DEBTOR_02647,44,606,169,medium,0,3,20.96,0,0,0.4255
DEBTOR_02648,18,680,22,low,0,3,51.81,0,0,0.875
DEBTOR_02649,48,449,14,low,0,4,21.24,0,0,0.5674
DEBTOR_02650,35,831,269,medium,0,1,18.71,0,0,0.5365
DEBTOR_02651,67,557,12,low,0,3,14.41,0,1,0.2472
DEBTOR_02652,26,519,33,low,0,3,22.49,0,0,0.5164
DEBTOR_02653,75,628,19,medium,1,2,5.1,0,1,0.2974
DEBTOR_02654,32,837,9,medium,0,4,42.78,0,0,0.7824
DEBTOR_02655,34,368,87,high,0,2,5.13,0,0,0.3936
DEBTOR_02656,83,303,5,low,0,3,42.19,0,0,0.582
DEBTOR_02657,49,685,58,low,0,2,25.14,0,0,0.8385
DEBTOR_02658,34,652,32,low,0,5,1.99,0,0,0.6421
DEBTOR_02659,35,460,52,low,1,2,50.73,0,0,0.8268
DEBTOR_02660,19,775,47,low,0,2,18.88,0,0,0.8078
DEBTOR_02661,26,360,51,high,1,3,25.0,0,0,0.4144
DEBTOR_02662,30,690,53,low,1,4,53.49,0,0,0.8847
DEBTOR_02663,78,736,15,high,0,5,30.4,0,1,0.2475
DEBTOR_02664,40,692,135,low,0,3,15.17,0,0,0.6924
DEBTOR_02665,21,588,201,low,1,2,31.49,0,0,0.63
DEBTOR_02666,29,419,158,low,1,1,27.78,0,0,0.6552
DEBTOR_02667,80,473,47,low,0,1,15.87,0,1,0.4413
DEBTOR_02668,83,555,77,low,0,3,2.25,0,1,0.1973
DEBTOR_02669,75,804,215,low,0,3,37.47,0,1,0.2348
DEBTOR_02670,68,567,270,low,0,3,30.37,0,1,0.1376
DEBTOR_02671,80,743,20,low,0,4,25.93,0,1,0.2214
DEBTOR_02672,28,762,162,high,1,4,42.42,0,0,0.768
DEBTOR_02673,30,517,70,low,1,4,29.69,0,0,0.7523
DEBTOR_02674,46,372,88,low,1,4,21.05,0,0,0.5318
DEBTOR_02675,80,417,150,medium,0,5,24.41,0,0,0.2942
DEBTOR_02676,46,704,83,high,0,1,17.98,0,0,0.6561
DEBTOR_02677,30,369,149,medium,1,2,29.88,0,0,0.4846
DEBTOR_02678,82,771,13,medium,0,2,52.1,0,1,0.3573
DEBTOR_02679,31,314,100,medium,1,4,36.38,0,0,0.6641
DEBTOR_02680,79,721,57,low,1,2,15.87,0,1,0.2106
DEBTOR_02681,81,563,13,medium,0,3,23.36,0,0,0.5161
DEBTOR_02682,41,704,37,medium,0,3,2.42,0,0,0.76
DEBTOR_02683,54,314,50,medium,1,2,37.99,0,0,0.707
DEBTOR_02684,19,802,278,medium,0,2,49.12,0,0,0.5856
DEBTOR_02685,27,400,110,low,0,2,20.02,0,0,0.4149
DEBTOR_02686,29,452,42,low,0,3,43.09,0,0,0.6355
DEBTOR_02687,36,382,4,high,0,1,8.67,0,0,0.6063
DEBTOR_02688,30,553,19,medium,0,3,57.74,0,0,0.6954
DEBTOR_02689,47,521,96,medium,1,2,7.67,0,0,0.7182
DEBTOR_02690,56,339,3,low,0,4,31.68,0,0,0.4349
DEBTOR_02691,79,358,41,medium,1,2,22.61,0,0,0.6168
DEBTOR_02692,56,351,111,low,1,1,28.68,0,0,0.8081
DEBTOR_02693,33,485,3,medium,1,3,12.05,0,0,0.7658
DEBTOR_02694,24,668,68,low,1,3,32.1,0,0,0.9569
DEBTOR_02695,80,337,15,high,0,5,37.56,0,0,0.5124
DEBTOR_02696,19,845,132,low,1,3,22.37,0,0,0.9021
DEBTOR_02697,25,679,105,medium,1,4,49.23,0,0,0.9718
DEBTOR_02698,33,485,35,medium,0,5,34.7,0,0,0.4474
DEBTOR_02699,73,740,3,low,0,3,4.06,0,0,0.7842
DEBTOR_02700,62,435,2,low,0,2,27.58,0,0,0.6773
DEBTOR_02701,75,808,16,high,0,3,47.07,0,1,0.1995
DEBTOR_02702,84,555,121,low,0,4,11.75,0,0,0.4131
DEBTOR_02703,81,573,19,low,0,3,24.73,0,0,0.7026
DEBTOR_02704,48,436,191,low,1,3,26.17,0,0,0.4649
DEBTOR_02705,44,807,8,low,1,3,9.22,0,0,1.0
DEBTOR_02706,31,353,33,medium,0,5,22.36,0,0,0.3693
DEBTOR_02707,59,603,137,medium,0,3,25.8,0,0,0.4188
DEBTOR_02708,74,803,22,medium,0,3,18.93,0,1,0.2033
DEBTOR_02709,57,794,28,high,1,2,67.99,0,0,1.0
DEBTOR_02710,38,604,129,low,0,4,47.09,0,0,0.5665
DEBTOR_02711,47,684,350,high,0,3,32.35,0,0,0.2854
DEBTOR_02712,83,806,5,low,1,1,37.86,0,0,1.0
DEBTOR_02713,58,673,76,medium,0,3,25.68,0,0,0.5648
DEBTOR_02714,76,828,16,medium,1,5,12.33,0,0,0.8691
DEBTOR_02715,20,602,47,low,0,3,41.85,0,0,0.6854
DEBTOR_02716,54,547,273,high,1,4,20.18,0,0,0.3919
DEBTOR_02717,80,802,12,low,0,5,47.97,0,1,0.2295
DEBTOR_02718,60,435,22,low,0,3,9.15,0,1,0.2886
DEBTOR_02719,58,732,4,high,0,3,5.38,0,0,0.8256
DEBTOR_02720,60,736,85,high,0,4,2.4,0,0,0.6295
DEBTOR_02721,21,404,20,low,0,2,47.56,0,0,0.6748
DEBTOR_02722,63,727,84,medium,0,3,26.24,0,1,0.2357
DEBTOR_02723,65,608,41,low,0,3,54.31,0,1,0.2092
DEBTOR_02724,61,479,95,low,1,3,19.1,0,1,0.1293
DEBTOR_02725,74,717,10,low,1,2,26.9,0,1,0.2605
DEBTOR_02726,23,310,38,low,0,5,49.77,0,0,0.2606
DEBTOR_02727,30,781,12,low,0,2,22.26,0,0,0.8156
DEBTOR_02728,63,470,104,high,1,3,61.85,0,0,0.6304
DEBTOR_02729,52,579,69,medium,0,4,13.77,0,0,0.4475
DEBTOR_02730,42,344,5,low,0,3,49.5,0,0,0.7165
DEBTOR_02731,33,507,7,medium,0,3,23.59,0,0,0.5131
DEBTOR_02732,53,604,60,medium,1,4,25.75,0,0,0.5706
DEBTOR_02733,56,708,18,medium,1,1,22.26,0,0,0.9964
DEBTOR_02734,39,308,55,low,0,5,20.98,0,0,0.2125
DEBTOR_02735,24,734,48,high,0,3,10.39,0,0,0.654
DEBTOR_02736,24,338,23,low,0,4,57.65,0,0,0.5018
DEBTOR_02737,55,300,125,medium,0,5,18.0,0,0,0.1131
DEBTOR_02738,45,771,15,low,0,3,9.28,0,0,0.9239
DEBTOR_02739,38,683,28,low,1,3,3.49,0,0,0.7854
DEBTOR_02740,28,678,1,low,0,2,20.08,0,0,0.9762
DEBTOR_02741,54,527,35,low,0,3,16.64,0,0,0.6845
DEBTOR_02742,82,457,18,low,0,3,13.93,0,1,0.1275
DEBTOR_02743,27,843,15,medium,0,4,14.51,0,0,0.9451
DEBTOR_02744,27,508,274,medium,0,3,60.86,0,0,0.2577
DEBTOR_02745,50,605,97,medium,1,3,62.52,0,0,0.7233
DEBTOR_02746,81,554,77,low,1,3,18.97,0,0,0.7864
DEBTOR_02747,33,822,13,low,0,3,20.49,0,0,0.8991
DEBTOR_02748,44,491,256,high,1,5,34.05,0,0,0.099
DEBTOR_02749,39,758,53,low,0,3,26.29,0,0,0.6786
DEBTOR_02750,61,634,39,low,0,3,20.73,1,0,0.0
DEBTOR_02751,26,753,14,low,0,2,19.25,0,0,0.9364
DEBTOR_02752,32,712,216,high,1,4,32.85,0,0,0.5025
DEBTOR_02753,61,461,51,low,0,1,48.13,0,1,0.2606
DEBTOR_02754,39,544,20,medium,0,3,21.71,0,0,0.6752
DEBTOR_02755,38,718,42,low,1,5,46.24,0,0,0.9453
DEBTOR_02756,60,652,2,low,1,2,50.09,0,0,0.8805
DEBTOR_02757,42,458,31,low,1,4,30.87,0,0,0.6644
DEBTOR_02758,50,836,22,low,1,3,40.05,0,0,0.8698
DEBTOR_02759,84,521,11,low,0,4,25.37,0,1,0.2083
DEBTOR_02760,22,361,210,low,0,3,47.87,0,0,0.2498
DEBTOR_02761,39,375,138,low,0,3,14.69,0,0,0.352
DEBTOR_02762,66,427,51,high,0,3,70.58,0,1,0.1909
DEBTOR_02763,30,484,210,low,0,2,17.54,0,0,0.2278
DEBTOR_02764,64,788,53,medium,0,3,48.88,0,1,0.2473
DEBTOR_02765,43,792,5,medium,0,4,36.87,0,0,0.7132
DEBTOR_02766,31,397,157,medium,1,4,41.06,0,0,0.4649
DEBTOR_02767,28,429,106,high,0,3,12.11,0,0,0.3224
DEBTOR_02768,23,745,144,medium,0,2,33.81,0,0,0.7481
DEBTOR_02769,63,667,44,low,0,3,25.11,0,1,0.2254
DEBTOR_02770,80,517,15,medium,0,3,36.57,0,1,0.1
DEBTOR_02771,76,491,15,low,0,4,44.1,0,1,0.2259
DEBTOR_02772,54,567,297,medium,0,4,54.69,0,0,0.2151
DEBTOR_02773,27,350,314,low,0,4,57.34,0,0,0.044
DEBTOR_02774,82,723,87,medium,1,2,73.11,0,1,0.3328
DEBTOR_02775,44,740,23,low,0,2,13.77,0,0,0.8891
DEBTOR_02776,83,507,81,high,0,3,67.83,0,1,0.2035
DEBTOR_02777,32,371,64,low,0,2,10.76,0,0,0.4755
DEBTOR_02778,19,755,138,low,0,1,29.23,0,0,0.7633
DEBTOR_02779,53,397,56,low,0,4,9.87,0,0,0.3686
DEBTOR_02780,66,601,86,medium,0,4,19.3,0,1,0.1227
DEBTOR_02781,80,575,113,low,0,3,27.45,0,0,0.5151
DEBTOR_02782,59,408,24,low,0,2,56.64,0,0,0.6892
DEBTOR_02783,59,814,234,low,1,3,9.88,0,0,0.6166
DEBTOR_02784,73,603,17,low,0,3,31.01,0,1,0.233
DEBTOR_02785,69,818,24,high,0,1,37.58,0,1,0.2403
DEBTOR_02786,75,387,26,low,0,2,10.75,0,1,0.1996
DEBTOR_02787,46,302,17,low,0,3,35.02,0,0,0.5315
DEBTOR_02788,39,449,120,medium,0,2,24.43,0,0,0.4272
DEBTOR_02789,72,764,49,low,0,3,46.37,0,0,0.9023
DEBTOR_02790,78,490,84,low,1,3,39.99,0,0,0.7911
DEBTOR_02791,25,591,67,low,0,1,14.55,0,0,0.7667
DEBTOR_02792,49,300,154,medium,0,4,60.75,0,0,0.2596
DEBTOR_02793,56,735,4,low,1,2,23.39,0,0,0.9455
DEBTOR_02794,71,560,14,medium,0,1,24.41,0,1,0.2271
DEBTOR_02795,52,593,72,high,0,3,74.25,0,0,0.6894
DEBTOR_02796,57,786,73,low,0,2,31.1,0,0,0.7855
DEBTOR_02797,56,400,10,medium,1,4,31.8,0,0,0.6415
DEBTOR_02798,43,631,56,low,0,3,36.56,0,0,0.695
DEBTOR_02799,44,753,240,medium,1,3,15.25,0,0,0.5611
DEBTOR_02800,77,382,200,high,0,3,18.21,0,0,0.3244
DEBTOR_02801,48,340,2,low,1,3,68.65,0,0,0.6305
DEBTOR_02802,36,690,18,low,0,1,37.36,0,0,0.8791
DEBTOR_02803,20,841,166,high,0,2,18.29,0,0,0.7036
DEBTOR_02804,55,710,116,medium,1,1,21.99,0,0,0.9471
DEBTOR_02805,82,570,40,high,0,3,11.88,0,1,0.2077
DEBTOR_02806,80,410,3,low,0,3,32.44,0,1,0.0715
DEBTOR_02807,32,745,163,low,0,4,19.76,0,0,0.5624
DEBTOR_02808,52,694,68,low,0,4,23.04,0,0,0.5617
DEBTOR_02809,69,431,332,medium,1,1,25.32,0,0,0.3364
DEBTOR_02810,57,661,80,low,0,1,38.81,0,0,0.7214
DEBTOR_02811,78,326,85,high,0,4,2.96,0,1,0.2958
DEBTOR_02812,60,775,66,low,1,2,12.93,0,1,0.3021
DEBTOR_02813,39,488,26,medium,1,4,20.42,0,0,0.6769
DEBTOR_02814,24,572,29,low,0,4,43.41,0,0,0.667
DEBTOR_02815,79,736,86,low,1,4,28.96,0,0,0.798
DEBTOR_02816,75,510,353,low,1,5,38.92,0,0,0.2585
DEBTOR_02817,68,555,95,low,0,2,24.89,0,0,0.5118
DEBTOR_02818,63,633,239,medium,0,3,17.07,0,0,0.3944
DEBTOR_02819,83,628,6,low,1,2,24.3,0,0,1.0
DEBTOR_02820,30,324,12,medium,0,3,24.19,0,0,0.4203
DEBTOR_02821,59,448,28,high,0,2,39.68,0,0,0.6761
DEBTOR_02822,69,435,20,low,1,5,27.15,0,1,0.3124
DEBTOR_02823,33,813,153,low,0,3,39.87,0,0,0.6655
DEBTOR_02824,81,636,66,low,1,5,15.49,1,1,0.0
DEBTOR_02825,23,415,361,medium,0,3,57.13,0,0,0.0832
DEBTOR_02826,40,535,28,medium,1,3,34.45,0,0,0.6662
DEBTOR_02827,57,420,32,medium,0,3,34.44,0,0,0.6765
DEBTOR_02828,21,805,26,low,0,3,14.73,0,0,0.954
DEBTOR_02829,24,667,87,medium,0,2,29.39,0,0,0.7309
DEBTOR_02830,57,594,21,low,0,1,41.61,0,0,0.8036
DEBTOR_02831,67,659,150,low,0,5,13.63,0,1,0.1219
DEBTOR_02832,56,460,2,low,0,4,16.82,0,0,0.5647
DEBTOR_02833,52,494,135,low,0,4,11.73,0,0,0.2895
DEBTOR_02834,21,448,56,low,0,3,31.07,0,0,0.5021
DEBTOR_02835,71,580,43,low,0,3,49.6,0,1,0.1362
DEBTOR_02836,73,557,113,high,0,5,9.05,0,1,0.1437
DEBTOR_02837,75,527,18,high,0,4,30.74,0,1,0.2804
DEBTOR_02838,42,374,18,medium,0,2,14.87,0,0,0.5836
DEBTOR_02839,69,630,70,medium,0,2,39.88,0,1,0.3189
DEBTOR_02840,48,501,70,low,0,3,8.12,0,0,0.4683
DEBTOR_02841,62,739,326,low,0,3,43.52,0,1,0.1427
DEBTOR_02842,55,456,21,medium,0,2,21.27,0,0,0.5568
DEBTOR_02843,78,496,43,medium,1,3,34.33,0,0,0.7485
DEBTOR_02844,51,328,45,medium,1,1,14.55,0,0,0.4746
DEBTOR_02845,33,357,10,low,0,3,15.2,0,0,0.5106
DEBTOR_02846,42,503,69,high,0,3,5.05,0,0,0.3447
DEBTOR_02847,29,438,241,low,0,4,31.19,0,0,0.2783
DEBTOR_02848,64,838,17,medium,0,3,34.68,1,1,0.1041
DEBTOR_02849,54,587,4,low,1,2,28.07,0,0,0.828
DEBTOR_02850,29,769,287,low,1,2,11.16,0,0,0.5579
DEBTOR_02851,84,358,43,medium,1,3,23.68,0,1,0.2451
DEBTOR_02852,76,321,41,medium,0,3,41.9,0,1,0.0682
DEBTOR_02853,31,749,178,medium,0,2,59.14,0,0,0.6997
DEBTOR_02854,32,786,319,medium,0,5,27.17,0,0,0.2447
DEBTOR_02855,61,609,9,low,1,1,38.54,0,1,0.3872
DEBTOR_02856,31,702,28,medium,0,3,7.34,0,0,0.7903
DEBTOR_02857,46,674,107,medium,1,4,12.76,0,0,0.5502
DEBTOR_02858,44,730,44,low,0,3,16.37,0,0,0.8713
DEBTOR_02859,43,453,151,low,0,3,22.63,0,0,0.4614
DEBTOR_02860,78,346,45,low,0,4,36.07,0,1,0.1807
DEBTOR_02861,52,449,21,medium,0,4,9.02,0,0,0.5369
DEBTOR_02862,46,302,66,medium,1,2,12.75,0,0,0.5149
DEBTOR_02863,54,450,79,medium,0,3,28.78,0,0,0.5822
DEBTOR_02864,37,572,17,medium,0,3,28.88,0,0,0.6934
DEBTOR_02865,44,467,4,medium,0,4,28.25,0,0,0.4744
DEBTOR_02866,24,759,17,medium,0,2,46.14,0,0,0.8693
DEBTOR_02867,76,445,200,low,0,5,33.99,0,1,0.2506
DEBTOR_02868,30,693,89,low,0,1,32.4,0,0,0.7183
DEBTOR_02869,38,336,12,medium,0,2,40.33,0,0,0.575
DEBTOR_02870,59,769,142,medium,0,5,44.04,0,0,0.6608
DEBTOR_02871,20,634,58,medium,0,5,20.75,1,0,0.0
DEBTOR_02872,49,769,3,low,0,2,18.68,0,0,0.8742
DEBTOR_02873,73,417,51,low,0,2,23.68,0,0,0.6024
DEBTOR_02874,66,302,251,low,0,4,26.03,0,1,0.0
DEBTOR_02875,57,703,67,low,0,4,28.3,1,0,0.1762
DEBTOR_02876,38,469,160,low,1,3,42.6,0,0,0.5886
DEBTOR_02877,74,720,37,low,0,1,32.06,0,0,0.9047
DEBTOR_02878,34,521,27,low,1,4,34.53,0,0,0.7686
DEBTOR_02879,73,635,150,high,0,3,38.95,0,0,0.6336
DEBTOR_02880,22,520,18,high,0,4,14.59,0,0,0.5534
DEBTOR_02881,66,316,21,high,0,3,23.48,0,0,0.3636
DEBTOR_02882,70,412,74,low,1,2,26.07,0,0,0.4469
DEBTOR_02883,45,448,282,low,0,3,50.33,0,0,0.272
DEBTOR_02884,69,430,51,medium,0,3,40.81,0,0,0.4611
DEBTOR_02885,28,635,20,medium,0,4,11.51,0,0,0.7359
DEBTOR_02886,73,336,190,high,0,3,31.08,0,1,0.1264
DEBTOR_02887,50,706,6,medium,0,3,39.5,0,0,0.7698
DEBTOR_02888,36,401,148,high,1,3,16.55,0,0,0.5495
DEBTOR_02889,25,814,23,medium,0,4,12.09,0,0,0.7755
DEBTOR_02890,66,470,74,low,0,3,8.83,0,1,0.2169
DEBTOR_02891,57,465,96,low,0,2,22.74,0,0,0.6415
DEBTOR_02892,63,315,198,high,0,4,24.81,0,0,0.047
DEBTOR_02893,58,754,25,high,0,2,44.69,0,0,0.8191
DEBTOR_02894,45,693,275,high,0,3,39.23,0,0,0.3664
DEBTOR_02895,64,799,12,low,1,1,11.45,0,0,1.0
DEBTOR_02896,62,383,111,medium,0,3,17.63,0,1,0.1219
DEBTOR_02897,73,685,151,low,1,1,62.54,0,1,0.2347
DEBTOR_02898,58,682,73,low,0,4,32.04,0,0,0.6031
DEBTOR_02899,82,786,144,medium,0,1,13.92,1,0,0.1647
DEBTOR_02900,33,474,20,high,1,1,19.72,0,0,0.9024
DEBTOR_02901,22,414,2,medium,0,2,47.85,0,0,0.7639
DEBTOR_02902,47,749,154,low,0,3,41.0,0,0,0.6873
DEBTOR_02903,78,418,38,low,1,4,17.17,0,0,0.6936
DEBTOR_02904,43,501,1,medium,0,2,42.1,0,0,0.7401
DEBTOR_02905,74,720,87,medium,0,4,5.04,0,0,0.4186
DEBTOR_02906,49,533,9,low,1,5,41.77,0,0,0.7906
DEBTOR_02907,63,423,6,medium,1,3,8.47,0,1,0.1092
DEBTOR_02908,61,374,156,high,1,3,19.61,0,1,0.1015
DEBTOR_02909,84,604,26,low,1,4,10.66,0,1,0.3339
DEBTOR_02910,81,331,21,low,0,2,6.99,0,0,0.5722
DEBTOR_02911,63,697,145,low,0,2,31.58,0,0,0.6594
DEBTOR_02912,75,776,87,medium,0,2,20.6,1,1,0.0107
DEBTOR_02913,57,751,66,medium,0,2,12.73,0,0,0.7526
DEBTOR_02914,58,528,21,medium,0,3,21.4,0,0,0.591
DEBTOR_02915,50,321,77,medium,0,4,29.75,0,0,0.4697
DEBTOR_02916,72,596,31,medium,0,2,22.41,0,1,0.2216
DEBTOR_02917,46,846,41,high,0,3,16.47,0,0,0.7068
DEBTOR_02918,49,708,88,low,0,2,53.06,0,0,0.8375
DEBTOR_02919,84,507,289,medium,1,3,10.09,0,1,0.1684
DEBTOR_02920,38,415,12,high,0,3,60.75,0,0,0.7074
DEBTOR_02921,60,568,51,low,1,3,9.84,0,0,0.6324
DEBTOR_02922,80,589,202,medium,1,5,47.59,0,1,0.0824
DEBTOR_02923,49,390,42,low,1,4,16.83,0,0,0.4056
DEBTOR_02924,46,820,62,low,0,2,20.9,0,0,1.0
DEBTOR_02925,77,533,38,medium,0,3,5.85,0,0,0.6121
DEBTOR_02926,82,665,13,medium,0,4,55.31,1,0,0.0
DEBTOR_02927,40,617,13,high,0,3,39.38,0,0,0.6965
DEBTOR_02928,83,432,22,low,1,3,9.92,0,1,0.1899
DEBTOR_02929,44,609,2,high,0,3,5.87,0,0,0.7318
DEBTOR_02930,25,709,45,low,0,4,18.02,1,0,0.137
DEBTOR_02931,36,552,112,medium,1,3,55.49,0,0,0.6923
DEBTOR_02932,75,363,124,high,0,1,27.36,0,1,0.2517
DEBTOR_02933,83,828,37,low,1,4,25.03,0,1,0.3127
DEBTOR_02934,81,479,279,high,0,3,31.36,0,1,0.1947
DEBTOR_02935,25,820,15,low,0,2,47.44,0,0,0.8175
DEBTOR_02936,49,386,252,low,0,3,40.2,0,0,0.2746
DEBTOR_02937,71,742,165,low,1,3,64.43,1,0,0.1184
DEBTOR_02938,18,842,19,medium,0,4,36.49,0,0,0.8201
DEBTOR_02939,53,580,17,low,0,3,37.72,0,0,0.6674
DEBTOR_02940,37,346,20,low,1,5,1.3,0,0,0.5887
DEBTOR_02941,28,821,113,low,0,3,10.88,0,0,0.8283
DEBTOR_02942,31,709,14,low,0,4,40.13,0,0,0.7683
DEBTOR_02943,69,615,63,low,0,3,20.96,0,0,0.6234
DEBTOR_02944,52,439,71,medium,1,3,13.54,0,0,0.5803
DEBTOR_02945,83,779,52,low,0,3,21.53,0,0,0.7165
DEBTOR_02946,53,732,64,medium,1,2,7.58,0,0,0.9241
DEBTOR_02947,62,585,34,medium,0,2,48.25,0,1,0.3002
DEBTOR_02948,55,723,79,low,1,5,65.22,0,0,0.884
DEBTOR_02949,80,740,41,low,0,2,61.83,0,0,0.8915
DEBTOR_02950,28,529,337,medium,0,4,54.13,0,0,0.2314
DEBTOR_02951,62,522,319,low,0,3,23.56,0,1,0.0
DEBTOR_02952,49,691,13,low,0,3,13.99,0,0,0.8439
DEBTOR_02953,20,427,17,medium,0,5,15.85,0,0,0.3269
DEBTOR_02954,25,545,223,medium,1,1,23.72,0,0,0.6244
DEBTOR_02955,41,776,256,low,0,2,51.35,0,0,0.5614
DEBTOR_02956,30,551,23,low,0,5,39.16,0,0,0.5121
DEBTOR_02957,48,760,5,low,0,2,61.81,0,0,1.0
DEBTOR_02958,65,613,8,medium,1,1,25.27,0,1,0.2397
DEBTOR_02959,64,641,42,low,0,2,24.68,0,1,0.2677
DEBTOR_02960,37,300,259,medium,1,1,46.45,0,0,0.4101
DEBTOR_02961,26,503,8,low,0,3,2.9,0,0,0.4272
DEBTOR_02962,54,307,136,high,0,1,69.31,0,0,0.3573
DEBTOR_02963,38,830,41,low,0,3,39.74,0,0,0.7238
DEBTOR_02964,36,539,293,low,0,1,7.23,0,0,0.2185
DEBTOR_02965,36,725,14,medium,0,3,3.21,0,0,0.7567
DEBTOR_02966,51,478,100,medium,0,5,74.17,0,0,0.5121
DEBTOR_02967,47,596,12,low,0,1,10.57,0,0,0.8667
DEBTOR_02968,79,630,55,low,0,3,37.36,0,1,0.2566
DEBTOR_02969,58,371,41,low,0,3,3.54,0,0,0.3888
DEBTOR_02970,84,514,25,low,1,3,49.05,0,1,0.1011
DEBTOR_02971,21,844,191,medium,0,1,28.92,0,0,0.7783
DEBTOR_02972,53,614,10,low,0,3,33.73,0,0,0.681
DEBTOR_02973,61,781,174,medium,1,3,21.04,0,0,0.7757
DEBTOR_02974,29,555,97,medium,0,5,7.23,0,0,0.4657
DEBTOR_02975,50,624,184,low,0,5,6.73,0,0,0.2651
DEBTOR_02976,61,631,67,low,0,3,22.96,0,1,0.2215
DEBTOR_02977,28,306,28,low,0,4,17.32,0,0,0.3797
DEBTOR_02978,53,576,27,low,0,4,14.5,0,0,0.4181
DEBTOR_02979,84,432,26,low,0,3,36.51,0,1,0.1404
DEBTOR_02980,54,770,46,low,1,3,22.41,0,0,0.9554
DEBTOR_02981,69,398,21,medium,0,1,16.05,0,1,0.126
DEBTOR_02982,81,739,131,low,0,3,56.55,0,0,0.6974
DEBTOR_02983,26,577,66,high,0,4,36.88,0,0,0.4949
DEBTOR_02984,77,404,75,medium,0,5,12.27,0,1,0.0968
DEBTOR_02985,47,363,39,low,0,3,34.43,0,0,0.4896
DEBTOR_02986,82,505,154,medium,0,3,24.76,0,1,0.0967
DEBTOR_02987,79,700,131,low,0,3,24.25,0,0,0.6328
DEBTOR_02988,64,349,97,medium,0,1,24.72,0,1,0.164
DEBTOR_02989,51,617,39,low,0,1,2.35,0,0,0.79
DEBTOR_02990,35,697,25,medium,0,3,11.01,1,0,0.0689
DEBTOR_02991,66,639,22,low,0,4,9.75,0,1,0.0
DEBTOR_02992,44,690,79,low,0,3,64.3,1,0,0.0806
DEBTOR_02993,49,724,144,medium,0,5,27.58,0,0,0.6107
DEBTOR_02994,20,659,24,high,0,1,31.02,0,0,0.8403
DEBTOR_02995,33,364,39,medium,0,3,19.08,0,0,0.5046
DEBTOR_02996,84,325,43,high,0,2,58.27,0,1,0.1719
DEBTOR_02997,72,796,148,low,0,3,50.6,0,1,0.1301
DEBTOR_02998,51,652,21,low,0,2,21.64,0,0,0.7592
DEBTOR_02999,71,429,14,low,0,4,41.72,0,1,0.3638
DEBTOR_03000,79,620,16,low,0,5,29.22,0,1,0.3347
DEBTOR_03001,70,634,3,low,0,3,10.0,0,1,0.2891
DEBTOR_03002,19,484,16,low,0,1,21.52,0,0,0.6786
DEBTOR_03003,30,370,43,low,1,3,3.78,0,0,0.598
DEBTOR_03004,82,692,12,low,1,3,31.13,0,1,0.302
DEBTOR_03005,18,686,22,low,0,4,55.73,0,0,0.851
DEBTOR_03006,78,485,12,medium,0,2,22.82,0,0,0.7237
DEBTOR_03007,48,340,7,low,1,4,12.46,0,0,0.5569
DEBTOR_03008,46,830,24,high,1,2,15.11,0,0,0.9781
DEBTOR_03009,72,814,108,medium,0,2,57.67,0,1,0.1936
DEBTOR_03010,59,464,76,low,0,3,17.59,0,0,0.4749
DEBTOR_03011,84,593,50,low,0,3,64.38,0,1,0.2493
DEBTOR_03012,18,814,42,medium,0,4,9.71,0,0,0.7274
DEBTOR_03013,66,366,23,medium,0,3,19.82,0,0,0.4338
DEBTOR_03014,74,479,7,high,0,4,35.8,0,1,0.2764
DEBTOR_03015,59,633,15,low,0,4,23.04,0,0,0.7075
DEBTOR_03016,68,482,81,medium,0,3,21.26,1,0,0.0
DEBTOR_03017,63,449,17,low,0,3,10.45,0,0,0.6763
DEBTOR_03018,54,767,222,medium,0,1,34.27,0,0,0.6784
DEBTOR_03019,51,362,133,medium,1,3,11.44,0,0,0.5006
DEBTOR_03020,56,581,99,low,1,2,26.84,0,0,0.7783
DEBTOR_03021,18,359,37,medium,1,3,46.43,0,0,0.6
DEBTOR_03022,45,653,150,low,0,3,15.26,0,0,0.5224
